Parameters Information
----------------------------------------------------
Instance: instances/bisect.txt
Algorithm: jmetal.metaheuristics.singleObjective.geneticAlgorithm.gGA@4e877a44
Fitness Function: F1
Population: 100
maxEvaluations: 100000
crossoverProbability: 0.95
mutationsProbability; 0.1
crossoverOperator: SinglePointCrossover
mutationOperator: BitFlipMutation
selectionOperator: BinaryTournament
executions: 30
----------------------------------------------------
100: -0.17272727272727273
590: -0.23863636363636365
1080: -0.3181818181818182
1570: -0.4772727272727273
2060: -0.4772727272727273
2550: -0.4772727272727273
3040: -0.5
3530: -0.6363636363636364
4020: -0.9090909090909091
4510: -0.9090909090909091
5000: -0.9090909090909091
5490: -0.9545454545454546
5980: -0.9545454545454546
6470: -0.9545454545454546
6960: -0.9545454545454546
7450: -0.9545454545454546
7940: -0.9545454545454546
8430: -0.9545454545454546
8920: -0.9545454545454546
9410: -0.9545454545454546
9900: -0.9545454545454546
10390: -0.9545454545454546
10880: -0.9545454545454546
11370: -0.9545454545454546
11860: -0.9545454545454546
12350: -0.9545454545454546
12840: -0.9545454545454546
13330: -0.9545454545454546
13820: -0.9545454545454546
14310: -0.9545454545454546
14800: -0.9545454545454546
15290: -0.9545454545454546
15780: -0.9545454545454546
16270: -0.9545454545454546
16760: -0.9545454545454546
17250: -0.9545454545454546
17740: -0.9545454545454546
18230: -0.9545454545454546
18720: -0.9545454545454546
19210: -0.9545454545454546
19700: -0.9545454545454546
20190: -0.9545454545454546
20680: -0.9545454545454546
21170: -0.9545454545454546
21660: -0.9545454545454546
22150: -0.9545454545454546
22640: -0.9545454545454546
23130: -0.9545454545454546
23620: -0.9545454545454546
24110: -0.9545454545454546
24600: -0.9545454545454546
25090: -0.9545454545454546
25580: -0.9545454545454546
26070: -0.9545454545454546
26560: -0.9545454545454546
27050: -0.9545454545454546
27540: -0.9545454545454546
28030: -0.9545454545454546
28520: -0.9545454545454546
29010: -0.9545454545454546
29500: -0.9545454545454546
29990: -0.9545454545454546
30480: -0.9545454545454546
30970: -0.9545454545454546
31460: -0.9545454545454546
31950: -0.9545454545454546
32440: -0.9545454545454546
32930: -0.9545454545454546
33420: -0.9545454545454546
33910: -0.9545454545454546
34400: -0.9545454545454546
34890: -0.9545454545454546
35380: -0.9545454545454546
35870: -0.9545454545454546
36360: -0.9545454545454546
36850: -0.9545454545454546
37340: -0.9545454545454546
37830: -0.9545454545454546
38320: -0.9545454545454546
38810: -0.9545454545454546
39300: -0.9545454545454546
39790: -0.9545454545454546
40280: -0.9545454545454546
40770: -0.9545454545454546
41260: -0.9545454545454546
41750: -0.9545454545454546
42240: -0.9545454545454546
42730: -0.9545454545454546
43220: -0.9545454545454546
43710: -0.9545454545454546
44200: -0.9545454545454546
44690: -0.9545454545454546
45180: -0.9545454545454546
45670: -0.9545454545454546
46160: -0.9545454545454546
46650: -0.9545454545454546
47140: -0.9545454545454546
47630: -0.9545454545454546
48120: -0.9545454545454546
48610: -0.9545454545454546
49100: -0.9545454545454546
49590: -0.9545454545454546
50080: -0.9545454545454546
50570: -0.9545454545454546
51060: -0.9545454545454546
51550: -0.9545454545454546
52040: -0.9545454545454546
52530: -0.9545454545454546
53020: -0.9545454545454546
53510: -0.9545454545454546
54000: -0.9545454545454546
54490: -0.9545454545454546
54980: -0.9545454545454546
55470: -0.9545454545454546
55960: -0.9545454545454546
56450: -0.9545454545454546
56940: -0.9545454545454546
57430: -0.9545454545454546
57920: -0.9545454545454546
58410: -0.9545454545454546
58900: -0.9545454545454546
59390: -0.9545454545454546
59880: -0.9545454545454546
60370: -0.9545454545454546
60860: -0.9545454545454546
61350: -0.9545454545454546
61840: -0.9545454545454546
62330: -0.9545454545454546
62820: -0.9545454545454546
63310: -0.9545454545454546
63800: -0.9545454545454546
64290: -0.9545454545454546
64780: -0.9545454545454546
65270: -0.9545454545454546
65760: -0.9545454545454546
66250: -0.9545454545454546
66740: -0.9545454545454546
67230: -0.9545454545454546
67720: -0.9545454545454546
68210: -0.9545454545454546
68700: -0.9545454545454546
69190: -0.9545454545454546
69680: -0.9545454545454546
70170: -0.9545454545454546
70660: -0.9545454545454546
71150: -0.9545454545454546
71640: -0.9545454545454546
72130: -0.9545454545454546
72620: -0.9545454545454546
73110: -0.9545454545454546
73600: -0.9545454545454546
74090: -0.9545454545454546
74580: -0.9545454545454546
75070: -0.9545454545454546
75560: -0.9545454545454546
76050: -0.9545454545454546
76540: -0.9545454545454546
77030: -0.9545454545454546
77520: -0.9545454545454546
78010: -0.9545454545454546
78500: -0.9545454545454546
78990: -0.9545454545454546
79480: -0.9545454545454546
79970: -0.9545454545454546
80460: -0.9545454545454546
80950: -0.9545454545454546
81440: -0.9545454545454546
81930: -0.9545454545454546
82420: -0.9545454545454546
82910: -0.9545454545454546
83400: -0.9545454545454546
83890: -0.9545454545454546
84380: -0.9545454545454546
84870: -0.9545454545454546
85360: -0.9545454545454546
85850: -0.9545454545454546
86340: -0.9545454545454546
86830: -0.9545454545454546
87320: -0.9545454545454546
87810: -0.9545454545454546
88300: -0.9545454545454546
88790: -0.9545454545454546
89280: -0.9545454545454546
89770: -0.9545454545454546
90260: -0.9545454545454546
90750: -0.9545454545454546
91240: -0.9545454545454546
91730: -0.9545454545454546
92220: -0.9545454545454546
92710: -0.9545454545454546
93200: -0.9545454545454546
93690: -0.9545454545454546
94180: -0.9545454545454546
94670: -0.9545454545454546
95160: -0.9545454545454546
95650: -0.9545454545454546
96140: -0.9545454545454546
96630: -0.9545454545454546
97120: -0.9545454545454546
97610: -0.9545454545454546
98100: -0.9545454545454546
98590: -0.9545454545454546
99080: -0.9545454545454546
99570: -0.9545454545454546
Evaluations: 100060
Total time of execution: 2087
Objectives values have been writen to file experiment/bisect/gGa/F1/100_1000_0.95_0.1_SinglePointCrossover_BitFlipMutation_BinaryTournament_30/FUN
Variables values have been writen to file experiment/bisect/gGa/F1/100_1000_0.95_0.1_SinglePointCrossover_BitFlipMutation_BinaryTournament_30/FUN
